ID,Citation,Database,Duplicate?,Title/Abstract Decision,Full-Text Decision,Exclusion Reason,Final Status
Q11#09,"Niveen O. Jaffal et al. (2025). Large Language Models in Cybersecurity: A Survey of Applications, Vulnerabilities, and Defense Techniques. AI. doi:10.3390/ai6090216",OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R057),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#13,Yutao Mou et al. (2026). ToolSafe: Enhancing Tool Invocation Safety of LLM-based agents via Proactive Step-level Guardrail and Feedback. conference-paper. doi:10.18653/v1/2026.findings-acl.1850,OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R182),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#15,"Sparsh Bajoria - et al. (2026). From Language Models to Agentic AI: A Survey of Autonomous, Action-Enabled, and Collaborative LLM Agents. Cognitive Computation. doi:10.1007/s12559-026-10619-1",OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R113),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#16,Songyang Liu et al. (2026). The scales of justitia: A comprehensive survey on safety evaluation of LLMs. Information Fusion. doi:10.1016/j.inffus.2026.104579,OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R034),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#18,Hao Li et al. (2025). DRIFT: Dynamic Rule-Based Defense with Injection Isolation for Securing LLM Agents. conference-paper. doi:10.52202/085713-2791,OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R208),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#19,"Grattafiori, Aaron et al. (2024). Enriching Location Representation with Detailed Semantic Information. arXiv (Cornell University). doi:10.4230/lipics.giscience.2025.3",OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R102),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#21,Sahana Chennabasappa et al. (2025). LlamaFirewall: An open source guardrail system for building secure AI agents. arXiv (Cornell University). doi:10.48550/arxiv.2505.03574,OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R061),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#22,Qian'ang Mao et al. (2026). SoK: Security of Autonomous LLM Agents in Agentic Commerce. arXiv (Cornell University). doi:10.48550/arxiv.2604.15367,OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R049),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#23,Dawei Li et al. (2024). From Generation to Judgment: Opportunities and Challenges of LLM-as-a-judge. arXiv (Cornell University). doi:10.48550/arxiv.2411.16594,OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R131),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
Q11#24,"Shaina Raza et al. (2025). TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems. arXiv (Cornell University). doi:10.48550/arxiv.2506.04133",OpenAlex (FastTrack MCP) — Q11,Yes (duplicate of R042),Not screened (duplicate removed before screening),Not assessed,duplicate,Removed before screening
R001,Feiran Jia et al. (2025). The Task Shield: Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents. conference-paper. doi:10.18653/v1/2025.acl-long.1435,"OpenAlex (FastTrack MCP) — Q1, Q5, Q7",No,Include,Include,,Included (P01)
R002,"Said Gulyamov et al. (2026). Prompt Injection Attacks in Large Language Models and AI Agent Systems: A Comprehensive Review of Vulnerabilities, Attack Vectors, and Defense Mechanisms. Information. doi:10.3390/info17010054","OpenAlex (FastTrack MCP) — Q1, Q1p2, Q2, Q5, Q10, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R003,"Sotiris Pelekis et al. (2025). Adversarial machine learning: a review of methods, tools, and critical industry sectors. Artificial Intelligence Review. doi:10.1007/s10462-025-11147-4",OpenAlex (FastTrack MCP) — Q1,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R004,"Md Monjurul Karim et al. (2025). Transforming Data Annotation with AI Agents: A Review of Architectures, Reasoning, Applications, and Impact. Future Internet. doi:10.3390/fi17080353","OpenAlex (FastTrack MCP) — Q1, Q2, Q9",No,Exclude,Not assessed,outside scope,Excluded
R005,Zhun Wang et al. (2025). AGENTVIGIL: Automatic Black-Box Red-teaming for Indirect Prompt Injection against LLM Agents. conference-paper. doi:10.18653/v1/2025.findings-emnlp.1258,OpenAlex (FastTrack MCP) — Q1,No,Include,Include,,Included (P02)
R006,Michał Podpora et al. (2025). LLM Firewall Using Validator Agent for Prevention Against Prompt Injection Attacks. Applied Sciences. doi:10.3390/app16010085,"OpenAlex (FastTrack MCP) — Q1, Q2p2, Q6, Q10",No,Include,Exclude,wrong population/system (RAG question-answering system without tool actions; viability demonstration only),Excluded
R007,Tongyu Wen et al. (2025). Defending against Indirect Prompt Injection by Instruction Detection. conference-paper. doi:10.18653/v1/2025.findings-emnlp.1060,OpenAlex (FastTrack MCP) — Q1,No,Include,Include,,Included (P03)
R008,Nyashadzashe Tamuka et al. (2026). Securing LLM-based agents against cyberattacks: a comprehensive survey on attack techniques and defense strategies. Journal of Computer Virology and Hacking Techniques. doi:10.1007/s11416-026-00622-3,"OpenAlex (FastTrack MCP) — Q1, Q2, Q6",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R009,Charoes Huang et al. (2026). Model Context Protocol Threat Modeling and Analysis of Vulnerabilities to Prompt Injection with Tool Poisoning. Journal of Cybersecurity and Privacy. doi:10.3390/jcp6030084,"OpenAlex (FastTrack MCP) — Q1, Q10",No,Include,Include,,Included (P04)
R010,Sam Johnson et al. (2025). The Dangers of Indirect Prompt Injection Attacks on LLM-based Autonomous Web Navigation Agents: A Demonstration. conference-paper. doi:10.18653/v1/2025.emnlp-demos.55,OpenAlex (FastTrack MCP) — Q1,No,Include,Include,,Included (P05)
R011,Faouzi El Yagoubi et al. (2026). AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems. IEEE Access. doi:10.1109/access.2026.3704541,"OpenAlex (FastTrack MCP) — Q1, Q2, Q10",No,Exclude,Not assessed,outside scope (multi-agent inter-agent channel; review population is single tool-using agents),Excluded
R012,"Pratik Jalan et al. (2026). Survey on LLM Safety: Attacks, Defenses, Alignment, Metrics, and Guardrails. Machine Learning. doi:10.1007/s10994-026-07060-8","OpenAlex (FastTrack MCP) — Q1, Q2, Q6",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R013,"Yuanchun Li et al. (2024). Personal LLM Agents: Insights and Survey about the Capability, Efficiency and Security. arXiv (Cornell University). doi:10.48550/arxiv.2401.05459",OpenAlex (FastTrack MCP) — Q1,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R014,Peter Yong Zhong et al. (2025). RTBAS: Defending LLM Agents Against Prompt Injection and Privacy Leakage. arXiv (Cornell University). doi:10.48550/arxiv.2502.08966,OpenAlex (FastTrack MCP) — Q1,No,Include,Include,,Included (P06)
R015,Yanna Jiang et al. (2026). SoK: Agentic Skills -- Beyond Tool Use in LLM Agents. arXiv (Cornell University). doi:10.48550/arxiv.2602.20867,"OpenAlex (FastTrack MCP) — Q1, Q10",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R016,"Debenedetti, Edoardo et al. (2024). AgentDojo-PROV: A W3C PROV-O Corpus of LLM Agent Executions. arXiv (Cornell University). doi:10.48550/arxiv.2406.13352",OpenAlex (FastTrack MCP) — Q1,No,Include,Exclude,metadata conflict (record carries AgentDojo arXiv:2406.13352 DOI and authors with an unrelated derived-corpus title/abstract),Excluded (AgentDojo assessed via other-methods record S15)
R017,Sam Toyer et al. (2023). Tensor Trust: Interpretable Prompt Injection Attacks from an Online Game. arXiv (Cornell University). doi:10.48550/arxiv.2311.01011,"OpenAlex (FastTrack MCP) — Q1, Q10",No,Exclude,Not assessed,wrong threat (direct prompt injection in a chat game; no untrusted-content channel),Excluded
R018,Biwei Yan et al. (2024). On Protecting the Data Privacy of Large Language Models (LLMs): A Survey. arXiv (Cornell University). doi:10.48550/arxiv.2403.05156,OpenAlex (FastTrack MCP) — Q1,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R019,"Yuyou Gan et al. (2024). Navigating the Risks: A Survey of Security, Privacy, and Ethics Threats in LLM-Based Agents. arXiv (Cornell University). doi:10.48550/arxiv.2411.09523",OpenAlex (FastTrack MCP) — Q1,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R020,"Tianxiao Li et al. (2026). Safe Multi-Agent Behavior Must Be Maintained, Not Merely Asserted: Constraint Drift in LLM-Based Multi-Agent Systems. arXiv (Cornell University). doi:10.48550/arxiv.2605.10481","OpenAlex (FastTrack MCP) — Q1, Q2, Q10",No,Exclude,Not assessed,outside scope (multi-agent inter-agent channel; review population is single tool-using agents),Excluded
R021,Chong Xiang et al. (2026). Architecting Secure AI Agents: Perspectives on System-Level Defenses Against Indirect Prompt Injection Attacks. arXiv (Cornell University). doi:10.48550/arxiv.2603.30016,OpenAlex (FastTrack MCP) — Q1,No,Include,Exclude,insufficient technical evidence (position paper: design positions without method or evaluation),Excluded
R022,Peiran Wang et al. (2026). Reframing LLM Agent Security as an Agent-Human Interaction Problem. arXiv (Cornell University). doi:10.48550/arxiv.2605.24309,"OpenAlex (FastTrack MCP) — Q1, Q2, Q10",No,Include,Include,,Included (P07)
R023,Fangzhou Wu et al. (2024). System-Level Defense against Indirect Prompt Injection Attacks: An Information Flow Control Perspective. arXiv (Cornell University). doi:10.48550/arxiv.2409.19091,OpenAlex (FastTrack MCP) — Q1,No,Include,Include,,Included (P08)
R024,Xiaohan Fu et al. (2024). Imprompter: Tricking LLM Agents into Improper Tool Use. arXiv (Cornell University). doi:10.48550/arxiv.2410.14923,OpenAlex (FastTrack MCP) — Q1,No,Include,Include,,Included (P09)
R025,Shishir G. Patil et al. (2024). GoEX: Perspectives and Designs Towards a Runtime for Autonomous LLM Applications. arXiv (Cornell University). doi:10.48550/arxiv.2404.06921,OpenAlex (FastTrack MCP) — Q1,No,Include,Include,,Included (P10)
R026,Feibo Jiang et al. (2026). From Large AI Models to Agentic AI: A Tutorial on Future Intelligent Communications. IEEE Journal on Selected Areas in Communications. doi:10.1109/jsac.2026.3660010,OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R027,Yi Wei Dong et al. (2025). Safeguarding large language models: a survey. Artificial Intelligence Review. doi:10.1007/s10462-025-11389-2,"OpenAlex (FastTrack MCP) — Q1p2, Q2, Q6, Q9, Q10, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R028,"IBRAHIM ADABARA et al. (2025). Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment. F1000Research. doi:10.12688/f1000research.169927.1","OpenAlex (FastTrack MCP) — Q1p2, Q2p2, Q4, Q6, Q9, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R029,Ishan Kavathekar et al. (2026). TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems. conference-paper. doi:10.18653/v1/2026.acl-long.1442,OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,outside scope (multi-agent inter-agent channel; review population is single tool-using agents),Excluded
R030,"Devansh Srivastav et al. (2025). Safe in Isolation, Dangerous Together: Agent-Driven Multi-Turn Decomposition Jailbreaks on LLMs. conference-paper. doi:10.18653/v1/2025.realm-1.13",OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,wrong threat (content jailbreak via query decomposition),Excluded
R031,Junda Lin et al. (2026). VIGIL: Defending LLM Agents Against Tool-Stream Injection via Verify-Before-Commit. conference-paper. doi:10.18653/v1/2026.acl-long.443,OpenAlex (FastTrack MCP) — Q1p2,No,Include,Include,,Included (P11)
R032,Mohamed Amine El yagouby et al. (2025). LLM-CVX: A Benchmarking Framework for Assessing the Offensive Potential of LLMs in Exploiting CVEs. conference-paper. doi:10.1145/3733799.3762978,OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,"outside scope (offensive use of LLMs, not securing agents)",Excluded
R033,"Ayan Joshi et al. (2026). Securing the Cognitive Layer: A Survey on Security Threats, Defenses, and Privacy-Preserving Architectures for LLM-IoT Integration. Journal of Cybersecurity and Privacy. doi:10.3390/jcp6020063",OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R034,Songyang Liu et al. (2026). The scales of justitia: A comprehensive survey on safety evaluation of LLMs. Information Fusion. doi:10.1016/j.inffus.2026.104579,"OpenAlex (FastTrack MCP) — Q1p2, Q2p2, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R035,Enlai Li et al. (2026). ACE: A Security Architecture for LLM-Integrated App Systems. conference-paper. doi:10.14722/ndss.2026.230352,OpenAlex (FastTrack MCP) — Q1p2,No,Include,Include,,Included (P12)
R036,Neha Nagaraja et al. (2025). Image-based Prompt Injection: Hijacking Multimodal LLMs through Visually Embedded Adversarial Instructions. conference-paper. doi:10.1109/fllm67465.2025.11391218,OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,"wrong population/system (multimodal LLM, not an agent)",Excluded
R037,"Xueyu Hu et al. (2025). OS Agents: A Survey on MLLM-based Agents for Computer, Phone and Browser Use. conference-paper. doi:10.18653/v1/2025.acl-long.369",OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R038,Erfan Shayegani et al. (2023). Survey of Vulnerabilities in Large Language Models Revealed by Adversarial Attacks. arXiv (Cornell University). doi:10.48550/arxiv.2310.10844,"OpenAlex (FastTrack MCP) — Q1p2, Q2p2",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R039,Apostol Vassilev et al. (2024). Adversarial machine learning :. report. doi:10.6028/nist.ai.100-2e2023,"OpenAlex (FastTrack MCP) — Q1p2, Q2p2, Q6",No,Exclude,Not assessed,official taxonomy report (not a primary study),Excluded
R040,"Partha Pratim Ray (2025). A Survey on Model Context Protocol: Architecture, State-of-the-art, Challenges and Future Directions. preprint. doi:10.36227/techrxiv.174495492.22752319/v1","OpenAlex (FastTrack MCP) — Q1p2, Q10",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R041,Xiangming Gu et al. (2024). Agent Smith: A Single Image Can Jailbreak One Million Multimodal LLM Agents Exponentially Fast. arXiv (Cornell University). doi:10.48550/arxiv.2402.08567,OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,outside scope (multi-agent inter-agent channel; review population is single tool-using agents),Excluded
R042,"Shaina Raza et al. (2025). TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems. arXiv (Cornell University). doi:10.48550/arxiv.2506.04133","OpenAlex (FastTrack MCP) — Q1p2, Q2, Q4, Q9, Q10, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R043,Tong Liu et al. (2023). Demystifying RCE Vulnerabilities in LLM-Integrated Apps. arXiv (Cornell University). doi:10.48550/arxiv.2309.02926,OpenAlex (FastTrack MCP) — Q1p2,No,Include,Include,,Included (P13)
R044,Irene Weber (2024). Large Language Models as Software Components: A Taxonomy for LLM-Integrated Applications. arXiv (Cornell University). doi:10.48550/arxiv.2406.10300,OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,outside scope,Excluded
R045,"Xinyu Huang et al. (2025). Trust in LLM-controlled Robotics: a Survey of Security Threats, Defenses and Challenges. preprint. doi:10.36227/techrxiv.176704885.51786927/v1","OpenAlex (FastTrack MCP) — Q1p2, Q2p2",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R046,Ji-Lun Peng et al. (2024). A Survey of Useful LLM Evaluation. arXiv (Cornell University). doi:10.48550/arxiv.2406.00936,OpenAlex (FastTrack MCP) — Q1p2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R047,Xiaojun Jia et al. (2026). SkillJect: Effectively Automating Skill-Based Prompt Injection for Skill-Enabled Agents. arXiv (Cornell University). doi:10.48550/arxiv.2602.14211,OpenAlex (FastTrack MCP) — Q1p2,No,Include,Include,,Included (P14)
R048,"Bowen Wei et al. (2026). ClawSafety: ""Safe"" LLMs, Unsafe Agents. arXiv (Cornell University). doi:10.48550/arxiv.2604.01438","OpenAlex (FastTrack MCP) — Q1p2, Q4",No,Include,Include,,Included (P15)
R049,Qian'ang Mao et al. (2026). SoK: Security of Autonomous LLM Agents in Agentic Commerce. arXiv (Cornell University). doi:10.48550/arxiv.2604.15367,"OpenAlex (FastTrack MCP) — Q1p2, Q2, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),"Background source (Mao et al., 2026; cited for context only)"
R050,Traian Eugen Rebedea et al. (2023). NeMo Guardrails: A Toolkit for Controllable and Safe LLM Applications with Programmable Rails. arXiv (Cornell University). doi:10.18653/v1/2023.emnlp-demo.40,OpenAlex (FastTrack MCP) — Q2,No,Exclude,Not assessed,wrong population/system (conversational LLM application rail toolkit),Excluded
R051,"Ranjan Sapkota et al. (2025). AI Agents vs. Agentic AI: A Conceptual taxonomy, applications and challenges. Information Fusion. doi:10.1016/j.inffus.2025.103599","OpenAlex (FastTrack MCP) — Q2, Q3",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R052,"Ajay Bandi et al. (2025). The Rise of Agentic AI: A Review of Definitions, Frameworks, Architectures, Applications, Evaluation Metrics, and Challenges. Future Internet. doi:10.3390/fi17090404","OpenAlex (FastTrack MCP) — Q2, Q5, Q7, Q9",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R053,Shubham Vatsal et al. (2026). Agentic AI in Healthcare and Medicine: A Seven-Dimensional Taxonomy for Empirical Evaluation of LLM-Based Agents. IEEE Access. doi:10.1109/access.2026.3651218,"OpenAlex (FastTrack MCP) — Q2, Q9, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R054,Michael Feffer et al. (2024). Red-Teaming for Generative AI: Silver Bullet or Security Theater?. Proceedings of the AAAI/ACM Conference on AI Ethics and Society. doi:10.1609/aies.v7i1.31647,OpenAlex (FastTrack MCP) — Q2,No,Exclude,Not assessed,outside scope,Excluded
R055,Jibum Hong et al. (2025). A Comprehensive Survey on LLM‐Based Network Management and Operations. International Journal of Network Management. doi:10.1002/nem.70029,OpenAlex (FastTrack MCP) — Q2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R056,"Yuntao Wang et al. (2025). Internet of Agents: Fundamentals, Applications, and Challenges. IEEE Transactions on Cognitive Communications and Networking. doi:10.1109/tccn.2025.3623369",OpenAlex (FastTrack MCP) — Q2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R057,"Niveen O. Jaffal et al. (2025). Large Language Models in Cybersecurity: A Survey of Applications, Vulnerabilities, and Defense Techniques. AI. doi:10.3390/ai6090216","OpenAlex (FastTrack MCP) — Q2, Q4, Q11",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R058,Syed Arham Akheel (2025). Guardrails for Large Language Models: A Review of Techniques and Challenges. Journal of Artificial Intelligence Machine Learning and Data Science. doi:10.51219/jaimld/syed-arham-akheel/536,OpenAlex (FastTrack MCP) — Q2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R059,"Cary Coglianese et al. (2025). Leashes, not guardrails: A management‐based approach to artificial intelligence risk regulation. Risk Analysis. doi:10.1111/risa.70020",OpenAlex (FastTrack MCP) — Q2,No,Exclude,Not assessed,outside scope,Excluded
R060,Subhabrata Mukherjee et al. (2024). Polaris: A Safety-focused LLM Constellation Architecture for Healthcare. arXiv (Cornell University). doi:10.48550/arxiv.2403.13313,OpenAlex (FastTrack MCP) — Q2,No,Exclude,Not assessed,outside scope,Excluded
R061,Sahana Chennabasappa et al. (2025). LlamaFirewall: An open source guardrail system for building secure AI agents. arXiv (Cornell University). doi:10.48550/arxiv.2505.03574,"OpenAlex (FastTrack MCP) — Q2, Q11",No,Include,Include,,Included (P16)
R062,Ronny Ko et al. (2025). Seven Security Challenges in Cross-domain Multi-agent LLM Systems. arXiv (Cornell University). doi:10.48550/arxiv.2505.23847,"OpenAlex (FastTrack MCP) — Q2, Q2p2, Q4, Q4",No,Exclude,Not assessed,outside scope (multi-agent inter-agent channel; review population is single tool-using agents),Excluded
R063,"Dong, Liming et al. (2024). AgentOps: Enabling Observability of LLM Agents. arXiv (Cornell University). doi:10.48550/arxiv.2411.05285",OpenAlex (FastTrack MCP) — Q2,No,Include,Exclude,"wrong outcome (observability taxonomy; no threat model, security method or evaluation)",Excluded
R064,Mohammed Mehedi Hasan et al. (2026). Model Context Protocol (MCP) at First Glance: Studying the Security and Maintainability of MCP Servers. ACM Transactions on Software Engineering and Methodology. doi:10.1145/3814959,OpenAlex (FastTrack MCP) — Q2p2,No,Include,Include,,Included (P17)
R065,Hyeongyo Jeong et al. (2024). A Survey of Robot Intelligence with Large Language Models. Applied Sciences. doi:10.3390/app14198868,"OpenAlex (FastTrack MCP) — Q2p2, Q11",No,Exclude,Not assessed,outside scope,Excluded
R066,Radha Nagarajan et al. (2024). Economics and Equity of Large Language Models: Health Care Perspective. Journal of Medical Internet Research. doi:10.2196/64226,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,outside scope,Excluded
R067,"Andrew Brown et al. (2025). A Systematic Literature Review of Retrieval-Augmented Generation: Techniques, Metrics, and Challenges. Big Data and Cognitive Computing. doi:10.3390/bdcc9120320","OpenAlex (FastTrack MCP) — Q2p2, Q4, Q9",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R068,Danissa V. Rodriguez et al. (2023). Leveraging Generative AI Tools to Support the Development of Digital Solutions in Health Care Research: Case Study. JMIR Human Factors. doi:10.2196/52885,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,outside scope,Excluded
R069,Hitesh Allam (2024). Intelligent Automation: Leveraging LLMs in DevOps Toolchains. International Journal of AI BigData Computational and Management Studies. doi:10.63282/3050-9416.ijaibdcms-v5i4p109,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,outside scope,Excluded
R070,"Jinhu Qi et al. (2026). Towards trustworthy agentic AI: a comprehensive survey of safety, robustness, privacy, and system security. Academia AI and Applications. doi:10.20935/acadai8260","OpenAlex (FastTrack MCP) — Q2p2, Q4, Q9",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R071,Yi Xu et al. (2026). LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity. Artificial Intelligence Review. doi:10.1007/s10462-026-11563-0,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R072,"Yubin Qu et al. (2025). Beyond Intentions: A Critical Survey of Misalignment in LLMs. Computers, materials & continua/Computers, materials & continua (Print). doi:10.32604/cmc.2025.067750",OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R073,Nafiseh Ghaffar Nia et al. (2025). Ethical perspectives on deployment of large language model agents in biomedicine: a survey. AI and Ethics. doi:10.1007/s43681-025-00847-w,"OpenAlex (FastTrack MCP) — Q2p2, Q4, Q9",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R074,Haoyang Shang et al. (2025). United Minds or Isolated Agents? Exploring Coordination of LLMs under Cognitive Load Theory. arXiv (Cornell University). doi:10.48550/arxiv.2506.06843,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,outside scope,Excluded
R075,Samuele Marro et al. (2025). LLM Agents Are the Antidote to Walled Gardens. arXiv (Cornell University). doi:10.48550/arxiv.2506.23978,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,outside scope,Excluded
R076,Xubin Wang et al. (2025). Cognitive Edge Computing: A Comprehensive Survey on Optimizing Large Models and AI Agents for Pervasive Deployment. preprint. doi:10.22541/au.176348756.61222219/v1,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R077,Adam Fourney et al. (2024). Magentic-One: A Generalist Multi-Agent System for Solving Complex Tasks. arXiv (Cornell University). doi:10.48550/arxiv.2411.04468,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,outside scope,Excluded
R078,Kunlun Zhu et al. (2025). SafeScientist: Toward Risk-Aware Scientific Discoveries by LLM Agents. arXiv (Cornell University). doi:10.48550/arxiv.2505.23559,OpenAlex (FastTrack MCP) — Q2p2,No,Include,Include,,Included (P18)
R079,Maurits Kaptein et al. (2026). Runtime Governance for AI Agents: Policies on Paths. arXiv (Cornell University). doi:10.48550/arxiv.2603.16586,"OpenAlex (FastTrack MCP) — Q2p2, Q9",No,Include,Include,,Included (P19)
R080,Amine Ben Hassouna et al. (2024). LLM-Agent-UMF: LLM-based Agent Unified Modeling Framework for Seamless Design of Multi Active/Passive Core-Agent Architectures. arXiv (Cornell University). doi:10.48550/arxiv.2409.11393,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,outside scope,Excluded
R081,Md Shamsujjoha et al. (2024). Swiss Cheese Model for AI Safety: A Taxonomy and Reference Architecture for Multi-Layered Guardrails of Foundation Model Based Agents. arXiv (Cornell University). doi:10.48550/arxiv.2408.02205,OpenAlex (FastTrack MCP) — Q2p2,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial) (taxonomy derived from a literature review),Excluded
R082,Lei Wang et al. (2024). A survey on large language model based autonomous agents. Frontiers of Computer Science. doi:10.1007/s11704-024-40231-1,"OpenAlex (FastTrack MCP) — Q3, Q3",No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),"Background source (L. Wang et al., 2024; definition of LLM agent)"
R083,Andrey Rudenko et al. (2020). Human motion trajectory prediction: a survey. The International Journal of Robotics Research. doi:10.1177/0278364920917446,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R084,Vikas Hassija et al. (2023). Interpreting Black-Box Models: A Review on Explainable Artificial Intelligence. Cognitive Computation. doi:10.1007/s12559-023-10179-8,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R085,"Adil Rasheed et al. (2020). Digital Twin: Values, Challenges and Enablers From a Modeling Perspective. IEEE Access. doi:10.1109/access.2020.2970143",OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R086,"Iqbal H. Sarker (2022). AI-Based Modeling: Techniques, Applications and Research Issues Towards Automation, Intelligent and Smart Systems. SN Computer Science. doi:10.1007/s42979-022-01043-x",OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
R087,Jing Su et al. (2024). Large Language Models for Forecasting and Anomaly Detection: A Systematic Literature Review. arXiv (Cornell University). doi:10.48550/arxiv.2402.10350,OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,secondary study (survey/review/SoK/tutorial),Excluded
R088,"Moloud Abdar et al. (2021). A review of uncertainty quantification in deep learning: Techniques, applications and challenges. Information Fusion. doi:10.1016/j.inffus.2021.05.008",OpenAlex (FastTrack MCP) — Q3,No,Exclude,Not assessed,outside scope,Excluded
